   18 0 1   0.909116  -0.076163   0.778712   2.711993   3.329738   2.052619  -0.310370   3.332592   2.844902   2.593311
   19 1 0   3.770893   1.311748   0.927478   2.267550   7.208537   2.970279   0.928064   0.597394  -0.893782   0.442991
   20 1 1   4.464794   1.162644  -0.748779   1.171222   0.227293   0.641753  -0.783821   1.713592   0.196485  -0.438436
   21 1 1   4.596462   6.531886   6.611360   6.586393   5.760014  -0.673710  -0.150302  -0.795673   1.832672  -0.842346
   22 1 0   6.545017   8.464919   7.305872   9.969530  10.247504   1.721775   3.344458   0.908515   2.718297   0.875013
   23 0 1   2.780051   1.081795  -1.954368   4.183643   4.021013   2.873125  -0.677318   1.235343   1.037276   2.429884
   24 0 0   3.636273   4.925554  10.163239  10.039500   8.941948  -1.445986   4.453449   2.381846   1.516538   3.827917
   25 1 1   1.740499   1.868675   2.183102   4.068861   1.656131  -0.480311   2.616155   0.978714  -0.104520   0.830221
   26 0 0   3.495092   5.914073   3.627719   7.459056  10.581474   5.069867   1.757016   1.460935  -0.338074   2.616359
   27 0 1   0.274423  -0.820731   0.044707   1.770748   4.582329  -2.967093  -0.074640  -1.758801  -2.049616   0.827640
   28 0 1   2.716548  -4.526252  -1.619016  -2.530336  -0.186112  -1.504644   1.828560  -1.325047  -1.581441   0.293426
   29 1 1   8.004388   7.612630   9.414665   5.025770   5.251199   1.608608   1.080973   3.721175   4.405782  -1.466598
   30 1 0  -0.788014  -0.221260  -0.000956   1.563600   4.560276   2.245786  -1.172280  -0.508972   2.083199  -0.972281
   31 0 0   0.417357  -0.609410  -3.592941  -4.242748  -3.862936   1.943978  -0.574761  -1.784746   1.326636   1.164994
   32 1 0   2.353922   6.126383   7.952300   5.463510  10.977235   2.428564   3.640814  -0.470502   0.671006   0.140992
   33 0 0   0.387939  -1.108822   6.445447   6.488110  11.411252   2.872149   1.127597  -0.267498   2.053181   2.216281
   34 0 1   2.523349   2.197152   4.401059   1.081660   0.336061  -0.736070  -0.528316   0.544006   0.766331  -1.910031
   35 1 0   2.658782   6.234968   9.364072   7.165660   6.044291  -0.294613  -3.772380   3.861343   1.748716   0.539224
   36 0 0   2.840018   6.525741  -1.278551   2.643764   2.915130   0.884541  -3.175189  -0.624840  -2.783325   0.991487
   37 0 1   1.936828   6.440501   5.022784   8.960243   9.203930   4.461442   2.707837   4.475317   2.324347  -0.450446
   38 1 1   5.481393   5.453308   6.337566   4.957367   5.979196  -2.074116  -1.754600   0.324815   0.156781  -1.808256
   39 0 0   2.696010   4.401837   6.799813   8.735174  11.558408   3.090377   3.373851   1.390730   5.540864   8.198106
   40 0 0   5.742379   5.879605   5.902205  13.338630   5.737232   2.507696   2.187615   3.473018   5.103375   6.475410
   41 1 0   4.896541   8.000737   8.851159   5.445229   9.572722   1.173045   0.635517  -3.959327  -0.940072  -0.494717
   42 0 0   6.665707   2.571216   5.731456   6.147070  10.867721   2.996662   1.887227   2.826204   5.817197   0.977347
   43 0 1   5.972693   4.546801   2.685015   0.455584   5.883920   1.276069  -1.080987   0.999178   2.751727   3.961454
   44 0 1   1.745312   2.107981   3.502432   3.491250   8.794467   0.876718   4.321610   1.142063   3.207241   2.259640
   45 1 1   2.386782   0.641355   4.855536   8.431906   3.680949   1.298471   0.166403  -0.073652   5.115090   3.282849
   46 1 1   2.023408   4.634778   2.242797   0.800121   3.288056  -0.474502  -1.461454  -0.309873  -3.318132  -1.854346
   47 1 0   0.030848   0.156288   0.715337   4.266091   5.361713  -1.252066  -3.626036   1.548438   1.503307   1.674216
   48 1 1   4.597925   6.724708   3.935626  12.851740  11.262045  -0.064373   0.681924  -2.001809  -4.216453  -3.664173
   49 1 1   3.634221   2.287198  -0.362338  -1.837691   0.575141  -2.833486  -2.501982  -2.071485  -1.458253  -3.202540
   50 1 0   5.981428   9.431497   4.122915   5.847286  11.819927   2.945064   1.962767   0.519110  -2.486687   2.901387
   51 1 1   1.622292   8.272170   7.436309  15.137761  21.720606   1.384396  -0.317087  -0.048845  -1.775582   4.324594
   52 0 0   1.154426   2.327647   8.012539   7.104632  14.190919   2.667093   3.815149  -0.264360   2.940567   3.147916
   53 0 1   7.822369   4.096772   6.785415   1.738224   1.775251   3.860451   2.127676   1.738850   3.682387   3.343355
   54 0 0   4.476746   1.588357   8.160125   7.566224  11.312654   3.094924   3.002016   1.671223   3.650273   6.412709
   55 1 0   3.412289   7.817736   7.925943  12.974125  16.682205   1.077485  -0.198113   2.825007   0.990683  -1.369167
   56 0 0   2.958835   2.837959   4.317359   2.919298  -7.194856   3.056824   1.383101   4.168586   0.632960   2.624030
   57 1 0   5.533157   9.648577   7.514333  10.571055   8.282132   2.681495   0.856022   0.977410   0.348847   1.759762
   58 0 0   1.278034   0.225326   6.178641   6.062126   0.502948   1.716227   3.587969   4.185772   2.965786   1.207673
   59 1 0   1.855355   3.871941  10.094718   6.365633   8.149034  -1.018123   1.895225   1.724967   0.853560  -0.819211
   60 0 1   3.441353   1.105491  -3.946397  -0.604403  -2.751892   1.396339  -0.888035   0.812724   3.141533   3.330977
   61 1 0   5.238300   8.017346   6.300717   1.841004   0.926702   0.697141  -0.093660   1.325842  -2.112749  -3.563871
   62 1 0   3.871869   8.453709   8.962237  12.224154  12.560308   2.536720   2.679003   1.447902   3.396710   0.220192
   63 1 1   4.938327   5.237605   8.514022   9.019007  10.808632   1.898650   0.222328  -0.573672   4.043137   0.299605
   64 0 0   4.032794   4.694049   3.763833  -0.400082  -2.966911   4.284503   5.844783   2.238158   5.001582   2.737049
   65 1 0   3.280501   0.768066   5.196805   2.228778   2.335603  -1.890692   2.028071   0.336490   1.129759  -0.404963
   66 1 1   3.960580   6.271929   7.275275   9.845403   6.521424  -1.369649  -0.139672   2.410399  -3.198696  -0.224772
   67 1 1   0.483617   1.947927  -0.500611   3.188672  -1.411136   3.122645  -2.313339  -0.832423  -0.146880   1.429579
   68 1 0   4.655668   7.897083   9.545899  12.573181  17.800596   0.160000  -3.582051  -1.892197   2.582782   1.735792
   69 1 0   5.480587   6.666599   8.668697  13.394542  11.221551   0.003187   0.353535  -0.653146  -2.809300   1.727934
   70 1 1   6.557985   6.594650   5.317836   8.116603   6.503390  -2.348503  -2.771897   1.965437  -0.662090   2.913310
   71 0 0   2.170587   4.357164   1.183999   5.848296  -1.215533   1.099906   3.200065   1.854904   0.300358   5.603300
   72 0 1   4.802182   7.687757   0.273027  -2.173084  -1.020969   5.103674   4.388734   4.390827   3.135232   1.066322
   73 1 1   7.173632   7.242732   8.387396   9.624624   8.893561   2.972865   1.605318   4.138450  -2.968355   3.533861
   74 1 1  -0.071517   7.479734   1.448478   3.914221   2.799112   0.962676   1.396227  -0.410328  -3.098931  -2.137296
   75 0 0  -0.205689   3.538891   1.038223   6.374147  -1.512507   3.699081   2.750801   1.088654   5.322073   5.862499
   76 1 0   3.955943   3.821068   7.714332   7.148613  10.831803   1.107414   1.188220   0.257897   0.785791   0.913501
   77 1 0   5.527954   5.667778   9.658093   9.065611   5.968883  -1.907184  -0.810452   1.073281  -3.538963   2.840136
   78 0 0   2.784058   5.187134   3.681046   7.497551  10.078284   3.197394   5.650422   1.910220   0.770859   2.150917
   79 0 0  -1.635337   1.961161   3.100888   3.619475   5.778918   1.921105   4.665231   3.902203   3.510347   4.832781
   80 1 0   7.422748   0.598185   8.613395  14.147052  10.074261   1.744365  -1.966227  -0.679234   0.838052   2.333535
   81 1 0   1.787237   0.898732   4.290976  -2.357192   2.714418  -0.788381   3.531477  -1.653870  -2.839273  -2.600191
   82 0 0  -0.369868   7.054181   7.206200   9.166425   4.648554  -0.262943   0.224358   2.186727   1.666489   1.042308
   83 0 0   4.975206   5.990271   3.324934  -1.801527   5.551284   2.060605   4.159908   1.118009   0.634695   0.075092
   84 0 1   3.849772   6.303067   3.503312   7.143028   3.699552   3.596536   2.058047   3.712076  -0.770817   1.453970
   85 1 0   4.098763   5.601982   7.316756  11.996510  10.233908   0.776506  -2.118956   0.011052   0.566210   1.309246
   86 0 1  -0.134028   7.020253   3.451058   5.719925   3.804886  -0.310333  -2.500095  -0.002702  -2.017754  -1.496492
   87 1 1   3.099743   5.219928  -0.038340   3.620526   4.341996   1.654082   1.074580   1.036976   0.921986  -0.186380
   88 1 1   6.761276  11.100682  16.145953  12.031285  10.350482   0.990638   1.573197   2.602651   1.528918   0.320144
   89 0 1   4.713793   3.920799   5.115639  10.784043  11.211410   3.778557   0.356490   0.997350   3.186714   3.090420
   90 1 1   4.952214   9.530559   9.608399   4.867087   9.607206   1.401040   3.429192  -1.664205  -0.040577   0.290466
   91 0 0   7.138168   9.458097   7.044169   7.212862  10.694394   2.876300   1.920802   1.873319   0.329673  -2.295806
   92 1 0   3.137373   7.489395   9.527264   5.377149   2.666394  -0.726106  -5.327355  -1.283650   1.346229  -0.832441
   93 1 1   0.915795   5.904957   7.262503   3.962963   4.370613  -2.639460   0.471284   0.748466  -0.672925  -0.395945
   94 1 0   2.145106   6.708935  10.382620  13.746819  16.129770   3.198579   0.614978   1.220238   1.134520   2.745902
   95 1 0   4.734813   3.217225   2.087847   1.336808   2.559186   1.658393  -1.545045   1.903778  -0.516542  -0.101269
   96 1 1  -1.533374  -0.040684   1.799944   2.371637   4.379553  -5.507200  -1.132702  -1.231656  -5.631263  -1.887200
   97 0 0  -0.371885   2.932200   2.234294   0.431031   5.338259   1.033429  -1.066532  -0.916709   0.992358  -2.984653
   98 0 0   8.163454   8.129304  10.445451   6.426794   8.601070  -0.424179   2.130357   1.888069   2.492768   5.844462
   99 1 0   5.346836   4.436900   5.596988   6.530844  13.207592   3.332932  -0.171940   0.279461   0.390392  -2.299295
  100 1 0   5.091521   5.969547  12.291428  13.076911  12.908283  -0.881952   2.042653   1.254308   3.326228   2.724642
  101 1 1   3.140738   5.034286   7.369469   8.035642   8.743763  -2.699650  -2.313664  -0.682173  -1.663898  -2.744453
  102 0 1   3.292983   2.849597  -1.363781   0.455992  -3.706413   3.870603   1.780515   1.478155   0.952540   0.603232
  103 0 0   3.340858   0.079627   0.715804  -1.445465  -0.310724  -3.606805   2.653343  -1.165014  -0.062962   0.792124
  104 0 0   5.650076   1.181096   0.883771   4.350805   2.242778   1.867342   1.586979   1.012009   1.663353  -1.232853
  105 1 1   1.193028   4.360986   4.785177   7.450071  14.084714   1.525602  -0.629913  -1.094970   3.022715   0.826609
  106 0 1   5.485258   3.965428   6.578644   7.006767  -0.048009   2.283920   1.605042   5.882389   3.360187   2.928184
  107 1 0   1.254592   3.970722   7.409808   6.831013   4.987498   0.658029   0.999246  -2.377109   0.801014  -0.355784
  108 1 1   4.414437   4.796099   3.734362   5.990948   3.599665  -0.301381  -3.433333  -2.397343  -0.953188  -2.867076
  109 1 0   5.334790   9.703957  10.197809   8.140889  16.876333   5.485896   5.169537   1.146124   3.671572   0.037449
  110 0 1   1.562526  -1.724914  -0.081590  -0.442355  -9.337995   0.484478  -1.869805   2.164448   1.143725   4.452829
  111 1 1  -0.735622   1.181794  -0.968700   1.226889  -0.825814  -2.689447  -1.023697  -3.275632  -5.110483  -4.193980
  112 1 0  -1.974641  -0.275788   2.348656   1.730057   0.820244   0.530624   0.680929   1.010069  -1.689905   3.811005
  113 1 1   4.864836   7.113742  10.415868   8.806907  16.075687  -1.117618  -0.428097   2.934695   2.949193  -1.226155
  114 1 1  10.025655   9.430941   4.970947   9.320995   7.148400   3.185709   1.473382   0.517799   0.286986   0.914078
  115 1 0   4.799940   8.338527   6.349766  10.389480  10.628482  -0.396949   1.303035   1.201797  -1.498628   0.157823
  116 1 0  -0.601336   0.422698   4.884607   7.711903   6.519733  -0.292590   0.011325   0.272195   1.120010   2.850647
  117 0 0   3.818814   5.944370   5.787741   6.873631  -0.502104   1.675041   4.290000   3.582304   2.444470   6.705282
  118 0 0   5.603517   4.304213   0.148500   1.758354   0.033534   1.037142   0.254725   2.594690  -2.483201   0.452455
  119 1 0   2.588115   4.727694   3.520286   8.621304   9.908371   2.076647  -0.788753  -0.058084   0.092520  -1.235115
  120 0 1  -0.728113   0.255585   1.967194   7.618003   5.423804  -0.866132  -0.146177   2.221285   0.420638   2.874343
  121 1 1   1.180951   0.144505   2.820482   6.331016   7.087606  -3.264586  -2.823156  -1.622830  -3.539302  -0.961294
  122 0 1   4.123333   2.812769  -0.181232  -1.369497  -5.437659   2.749579  -0.282284  -0.974727  -0.494220  -1.396609
  123 0 0  -2.277122   1.264728   6.398131   3.871599   0.153334   0.354678   4.219184   2.265750  -0.605806   1.406429
  124 0 0   6.069274   5.622013   4.075718   7.259194  10.778341   4.984899   1.680751   0.758521   6.256122   4.610133
  125 1 0   7.410849   3.958895   3.640525   5.739965   6.685085   0.235848   2.518009   1.097196   0.207090   1.818202
  126 0 1   3.050427   5.408026   7.701127   6.084549  12.323873   3.728212   1.894237   1.374819   6.430281   0.172262
  127 1 0  -0.096168   0.917261  -1.603250   3.765826   5.780862  -3.049956  -2.881902  -1.911916  -0.709993  -2.663850
  128 1 1   3.468873   8.668928   9.117257   6.330130   8.705737  -1.855547   3.329576   1.313805  -0.846341   2.327987
  129 0 0   3.895816   0.596499   0.845104   2.769069   5.870668   0.989893  -3.031144  -0.737085  -0.751678  -0.639679
  130 0 0  -2.990368   2.940419   3.321152   8.179355  16.597191   3.631282  -0.243302   3.609243   3.630288   2.474610
  131 0 0   0.117824   3.619525   5.251049   8.505130  10.710335   1.461893   2.495891   3.376619   2.240506   1.191312
  132 0 0  -2.045479   3.410346   4.453773   6.201087   0.630083  -0.310022   2.612958   2.071841   2.623040   2.975671
  133 0 1   4.843537   5.918051   8.357396  10.962815  10.250369  -0.640074   2.048737   2.608146   0.122348   4.895006
  134 0 0   3.797788   4.534476   8.787648   6.405133   8.637485  -0.636477   4.615599   1.877689   6.468107  -0.082552
  135 0 0   1.641934   5.514261   1.970323   5.555354   2.319863   3.956599   3.838282   5.354292   1.998781   6.958776
  136 0 1   6.549316   3.802031   6.807418   8.861062   7.666733   1.886645   1.523117   1.987473   1.577928  -0.611378
  137 0 1   0.049044   3.936361   9.883233   6.884549   4.801209   1.517118   2.055977   1.841811   4.088932   0.068303
  138 1 1   3.143480   4.665504   8.193768   9.535287   9.453112  -2.636625  -0.914842  -0.808129  -1.877774   1.118092
  139 1 1   3.121963   6.790704   5.308634   7.624138   8.679416  -1.332694  -1.475301  -0.053742  -2.248975   0.687308
  140 1 0   2.825894   2.473445   2.997298   1.515240   7.852437  -0.715285   0.990728  -0.002584  -2.918115   0.026912
  141 0 1  -0.663327   2.240020   3.810974   5.291008   6.402889   3.086312   4.188160   2.686729   3.061989   3.890294
  142 1 0  -0.443518  -0.411274  -0.086339  -4.981280  -4.526511   0.546479  -1.239817  -1.900989  -1.790736  -2.412963
  143 1 0   1.476160   4.603785  -0.102408   4.424387   7.347703  -0.344927  -0.533249  -0.264704   1.959902  -0.477126
  144 0 1   1.879262   6.418884   2.816231   2.399075   2.409491   3.943390   2.892222   5.720231   2.228841   4.346707
  145 1 0   6.394573  10.138243   2.313195   4.114777   6.290383   0.903798  -0.038585  -1.202574  -2.430399   0.220407
  146 0 1   2.034370   4.218141   8.256689   2.035548   7.737200   2.377500   1.831650   2.572271   0.747866   0.882480
  147 0 1   4.733373   4.493454   4.179350   8.006504   4.356424   4.227116   1.749408   3.938431   2.764504   3.071068
  148 1 1   6.238418   8.362165  10.329079  11.827916   9.764892   1.981209   1.154970   0.960729   0.812527   0.863932
  149 0 1   6.245347   9.722832   2.817096   2.268376   3.903336   3.069910   0.060703   0.585281  -2.189308  -0.560697
  150 0 1   2.678542   5.477314   0.319818   2.706556  -2.223237   3.708003   2.553085   2.800303   2.101554   5.508087
  151 1 1   1.436922   6.676978   2.981454   4.892042   4.249999   2.992269  -1.398677   2.420791  -0.459837  -3.299480
  152 1 0   3.824873   5.063691   7.792143  13.965493   7.782829  -0.812127   1.769080   2.570339   4.375929   3.260790
  153 1 0   5.378025   6.780751   2.301756   9.884042   9.006279   2.233815   1.363424  -0.870245  -3.176028  -0.362294
  154 1 1   5.195509   3.499292   2.610398   6.447855   5.612370  -2.244096  -1.139161  -0.697756   0.493437   2.932643
  155 0 1   2.574587   6.106473   5.063945   6.306192   4.971639   1.833781  -1.191125   2.810705   0.787368   1.756179
  156 0 1  -2.977195   1.366593   1.570529   6.501810   2.626002   0.480145   0.306245   2.843575  -0.675502  -0.506911
  157 1 1   9.169078   9.849868   6.861606   8.135550   4.984238  -0.843249  -0.494990  -0.594307   1.151869  -3.919864
  158 0 1   2.153529   3.748203   0.400503   1.325243   5.259442  -0.706815   2.232816   0.982190  -0.823046   0.254968
  159 1 1   0.908307   2.833939   3.791439   0.153459   3.065295   0.303006  -2.954859  -2.738301  -1.765155   0.894298
  160 1 0   8.646546   8.326362   7.099996  13.461564  11.687630  -1.657484   0.008677   1.111275  -0.179269   2.871739
  161 0 0   4.544419   3.502285   5.565042   3.566315   8.105221   5.177794   2.262249   2.948165   0.561626   3.371563
  162 0 0   3.858058   4.317938  -0.708089  -1.350735   1.490723   2.808910   1.890593   1.823603  -2.819992   1.200196
  163 1 1   2.970137  10.781514   9.940228  12.156695  13.670247  -1.379731   1.619134   2.519328  -0.736905   2.244125
  164 1 1   4.332824   6.019781   1.804596   4.898869   3.885536  -2.630926   0.124639  -0.434212  -2.567428  -0.886069
  165 1 1   1.907789   4.345678   5.463677   7.443536   3.507802  -0.633519   0.445782   0.044897  -2.038178   0.396246
  166 0 0  -1.348541   3.218656   1.876053   4.084911   2.589744   3.047700   0.975939   3.431738   1.702833   5.697710
  167 0 1   1.692207   3.102231   3.187476   7.543713   9.043526   3.809020   2.134425   1.450179   2.024287   2.493704
  168 1 1   4.257623   5.800274   4.003329   8.405963  17.497484  -2.940334  -1.496225  -0.529698  -4.166520  -1.707630
  169 1 1   5.594733   6.260811   7.710877  11.121276  14.206295   2.359796  -0.604639  -2.507259   2.286799   0.347019
  170 0 0   1.711920   5.316964   4.710977   1.464129   4.602629   5.312704   3.407169   3.070325  -0.228768   1.697733
  171 0 1   2.891389   7.114503   2.929738   3.924968   4.394360   3.414259   4.717172   3.345952   4.288292   3.618703
  172 1 1   0.958921   9.194289   9.041269  10.737097  12.786457   0.449973   0.211720   1.018831  -0.281359   2.866381
  173 0 0   2.796309   2.598790   3.689175   8.748629   6.517278   2.082957   3.402003   2.001950   1.828129   3.680382
  174 0 1  -1.441360   0.669985   5.762757   1.556906  -0.119900   0.904579  -0.833264   1.601943  -0.157344   0.282602
  175 1 1   4.624127   7.916030   9.028954  14.386397   9.966192   1.315658   3.466465   1.727136   2.331384   1.693419
  176 1 0   2.086120   7.709989   7.760583   9.092230  14.374184   1.414981  -0.528060   1.841404  -1.083159   0.592121
  177 1 0   5.129070   1.579285  -0.504341   3.848358  -2.564448   0.584815  -1.748092   2.130561   1.056498   2.399176
  178 0 1   6.687931   5.341504   3.989693   1.522240   6.490868  -0.448179   1.886065   0.196540   0.663663  -0.017273
  179 1 1   2.618171   3.279476  -1.134318   3.258295   2.122817  -0.644625   0.436752   2.500673   0.248687   0.243578
  180 0 0  -3.149789  -2.290950  -3.646580  -1.698189  -3.030775  -1.485538  -1.778604   1.526196  -3.150793  -3.941133
  181 1 1   8.152372   8.298106  10.696709   5.895792   8.293841   0.886371  -0.053403  -1.953678  -6.018246  -3.137188
  182 1 0   1.285851   2.625140   5.468773   8.815860  11.435624  -0.759298  -5.254737  -1.595392   0.641807   1.748110
  183 1 0   1.532460   6.553223   4.078842  11.066277  13.951170  -0.077794  -0.426098   2.193896   1.914971   4.813908
  184 1 0   4.178974   1.903243   5.538863   7.372638   4.172699  -1.207761  -0.164374  -2.396028  -1.322666   1.091038
  185 0 1  -2.441915  -2.008694   0.315923   6.851519   2.443718   3.894928   0.245003   1.990543   2.755648   4.728180
  186 0 0  -0.677810  -1.717548   7.680379   7.152382   9.285293   1.592298  -1.680329  -1.001590   2.348502   4.586229
  187 0 1   0.799008   4.678889   2.006618  -1.586811   1.667782   2.816423   3.959936   4.005172   2.912684   0.920065
  188 1 1   4.078936  10.965576   9.232380  10.682685   7.560711   0.671321   2.223859   0.569168   0.283435   6.654345
  189 1 1   0.370518   6.103463   7.102242   9.134277   9.275546  -1.392148  -0.782490   1.577485   2.897870   0.429155
  190 1 0   4.222215   9.313667   5.445101   5.505117   6.158267   1.391958   0.044114  -0.925359  -0.252003  -1.782854
  191 1 1   4.020653   7.772941   9.449125  13.128686   9.720114   3.379811   1.955230   2.571213  -0.648418  -0.425707
  192 1 1   2.568716   4.491294   0.087389   1.217855   2.970398   2.653613   2.276018  -0.935870  -3.210382   0.155569
  193 0 1   2.261012   1.307085   3.555308   7.135461   4.694254   0.553208  -0.858322   1.119580   1.463711   5.545203
  194 1 0   9.327399  11.229500   4.658466   9.831048   8.199236   4.612603   2.352316  -0.419702   2.324237   2.776404
  195 1 1   3.093053   7.099038   1.702270   0.029546   3.685854   2.213131  -0.271505   2.035000  -1.252597  -0.544962
  196 0 1   5.455571   6.484408   4.422585   7.625221   4.989857   1.084025   2.305783   1.585690   2.511785   4.537222
  197 1 1   5.793922   5.102967   3.173925   7.174404  -2.263857  -1.429191  -2.162429  -1.595500   0.388577   1.133307
  198 1 1   8.239282   4.617805   6.367702   8.979035  14.751297   3.306028   4.699993   4.051884   3.479778   3.710050
  199 0 1   2.845370   8.745433   6.908028   5.815216   7.647215   3.350353   4.572517   2.457711   3.271151   5.020235
  200 1 0   2.491076   4.346543   0.829596   5.576110   4.883501  -0.210010   0.153196   0.469907  -2.802157  -1.247390
  201 1 0  -0.769437  -0.078701   5.103769   5.299314  13.787950  -0.176323  -2.404573  -1.016553  -0.257685   2.286317
  202 0 1   4.008124   2.629605   5.682460   7.530718   7.705943   3.825225   3.006763   0.599952   1.936259   1.705204
  203 0 0   2.220731   1.241404   3.558886   4.117072   4.652585   1.436248   2.870124   1.149269   2.464300   2.823204
  204 0 0   3.457417   5.474987   1.410769   0.593595  -1.293368   3.616533   2.570435   5.897456   1.218651   2.736969
  205 0 1   5.791187   2.881337   2.131019  -1.228209   0.127472   2.135589   2.230376   3.040842   2.407517   2.538166
  206 1 1   5.760713   2.515125   8.030779  10.446804   7.106063  -3.626464  -2.401493   0.735014  -1.619982   1.979672
  207 0 1   2.637944   3.246501   1.864649  -1.369388  -1.174024   4.043061   2.720859   3.727199   0.785620   0.111803
  208 1 1   5.331420   9.090993   4.809472   7.661172   6.692938  -0.354349   0.612798   0.319511  -2.261940  -0.377947
  209 1 1   8.620721   4.010954   6.434123   6.805766   8.103342   2.084365  -1.556648   3.781134   3.566977   5.918256
  210 0 0   0.524605   0.874409   0.501551   5.894373   8.162899   1.030101   1.871477   2.613933   2.536436   5.355552
  211 1 1  -0.612284  -1.473382   3.845238   4.642136   8.311823   1.664209  -0.903557   2.171948  -0.056029  -2.454978
  212 1 0   3.536095   4.745470   7.727346   9.468491   8.365918  -1.564176   0.329311  -1.033674   0.078933   0.757644
  213 0 0   3.077119   3.624743   2.451906   2.877429   6.120967   0.385183   0.387985  -1.394112   1.007470  -0.333903
  214 0 0  -0.915042  -0.701042   1.228554  -2.492369   1.878976  -1.689701  -0.351837   0.573529   2.045699  -0.649427
  215 1 1   8.182422   8.377127  11.205684  12.294470   7.983719   0.221344   3.098595   1.668585   0.452529   2.747883
  216 0 1   5.633153   0.585140   6.232359   3.087551   3.362787  -2.191503   1.263263   2.116531   4.144307  -1.331225
  217 1 0   7.307771  10.545583   8.441311  10.827170   6.558422   1.320699   3.737927   2.982846   1.995357   2.425911
  218 0 0  -0.845555   7.502150   4.360271   4.803610   2.638552  -1.103689   2.459806   2.560152   0.829148   3.779026
  219 0 1   5.019872   2.933045   3.523745   1.950302   4.129642   0.818157   1.489790   3.377919  -0.224645   4.654790
  220 1 1   0.551472   3.557251   3.440565   2.284943   3.261570  -1.092120  -1.794476   0.319702  -0.703208   4.939013
  221 0 1   5.881491   6.462298   3.976847   0.357688  -3.679928  -1.391554   4.097933   1.443535  -3.020465   0.299143
  222 0 1   1.041623   0.515435  -1.763679  -2.684466  -1.782648   0.320859   1.302505  -2.900589   2.665965   1.891285
  223 0 1   2.301782   2.354026   3.886986   2.275394   6.796390   1.892956   2.946202   3.685852  -0.299434   0.229994
  224 1 0   6.419203   7.102749  11.005042   7.378100   5.726672   1.377122   5.244968   0.088471   3.455907   2.472917
  225 1 0   7.212659   9.788383   6.677838   7.221680   9.724323  -1.912723  -0.490300   2.018443   1.009222  -1.417218
  226 0 1   1.631089   3.893888   5.086565   7.010125   8.353496  -0.294153  -1.637013  -3.670101   2.326326  -1.531026
  227 1 0   3.830089   2.500426   5.034418   5.476836   8.288800  -0.904343   1.563341  -1.941219  -3.282431  -1.760440
  228 0 0   2.709442   3.475629   1.785536   5.121946   7.462349   1.469996   2.620689   3.857921   2.823946   2.587741
  229 1 1   1.139921   6.358021   4.175305   3.876057   3.775659  -0.029854  -1.103321  -1.463090  -2.784004  -1.657503
  230 0 0   1.174448   6.759596  10.592724   2.309877   9.549112   1.637913   2.481226  -1.840386   1.502509  -1.938730
  231 0 0   2.181271  -2.107106   0.156909   0.238085  -2.004782  -0.061469   0.752233   0.333362   0.737513   2.179876
  232 0 1  -0.049619   4.655374   1.909505   2.708203   4.583666   4.067342   1.028582   2.765482   4.752823   2.461913
  233 1 1   6.082373   6.588548   4.948277   8.849101   8.929984   2.233193  -0.117871   3.600737  -2.046158   1.385367
  234 1 0   4.543028   3.758821   7.650362   6.895327  12.576488   0.297031   3.567749   0.414999  -0.212623  -2.345016
  235 0 1   1.674381   4.936395   4.088208   7.838223   0.105091   0.485094   0.428540   3.129175   2.828776   5.882573
  236 1 1   2.144772   3.354497   3.284123  -3.743421   1.651737   1.331444   0.384424  -0.220618  -0.659282   0.360400
